,DK1-offshore,DK1-onshore,DK2-offshore,DK2-onshore
2024-08-05 00:00:00,429.14943284491306,745.1425068333333,594.2941691666666,134.62749866666667
2024-08-05 01:00:00,337.590803618766,633.9408163333334,545.8283285,122.06500125000001
2024-08-05 02:00:00,311.8271860498706,542.1641616666667,479.4150036666667,99.90666508333334
2024-08-05 03:00:00,281.15221976855094,475.45999658333335,440.71999600000004,86.85999933333333
2024-08-05 04:00:00,246.98715043378834,432.2691675833333,349.46916458333334,71.93250008333334
2024-08-05 05:00:00,203.56787890404019,334.91833491666665,286.86250316666667,63.02416633333333
2024-08-05 06:00:00,142.81084931187132,232.25416558333333,262.07583358333335,46.36583375
2024-08-05 07:00:00,115.07596297062967,210.69666683333332,135.33416574999998,51.584166583333335
2024-08-05 08:00:00,97.26269408799772,251.923331,74.20666766666666,61.65333433333333
2024-08-05 09:00:00,87.4228572773103,205.15916708333336,81.96583425,59.96083333333333
2024-08-05 10:00:00,70.53157849468708,169.51666516666668,68.51500033333333,52.604166916666664
2024-08-05 11:00:00,52.41823331442745,176.22833258333333,68.19416733333334,55.026666500000005
2024-08-05 12:00:00,48.96637589808183,205.39750033333334,55.908333166666665,57.887499749999996
2024-08-05 13:00:00,42.26117409330731,220.154166,34.725833333333334,46.0941665
2024-08-05 14:00:00,57.171295991296375,150.76749691666666,18.175000083333334,41.77999975
2024-08-05 15:00:00,65.48437567190547,129.60916458333332,11.133333333333333,37.47166666666667
2024-08-05 16:00:00,85.62438388053816,90.56166641666665,17.830000083333335,31.826665833333333
2024-08-05 17:00:00,92.37838876780646,62.02416733333334,13.289999833333333,20.090000083333333
2024-08-05 18:00:00,93.9058065255079,41.68666666666667,1.5141666666666669,12.945
2024-08-05 19:00:00,71.10666878917114,24.06833333333333,0.09000000000000001,11.965000000000002
2024-08-05 20:00:00,60.81704777990312,23.854999833333334,-0.07,11.086666666666666
2024-08-05 21:00:00,31.474286332754073,22.3966665,-0.08,10.5825
2024-08-05 22:00:00,21.7993265333031,22.825000499999998,-0.07,10.5475
2024-08-05 23:00:00,38.275116508586834,34.94750033333333,-0.07,11.133333333333333
2024-08-06 00:00:00,64.07962670971607,54.01083383333333,-0.05000000000000001,11.211666666666666
2024-08-06 01:00:00,95.33957383798169,91.6374995,-0.05000000000000001,10.728333333333333
2024-08-06 02:00:00,164.14983815823615,178.89250058333334,-0.03,10.685833333333333
2024-08-06 03:00:00,219.03792567946599,299.91083266666664,-0.03,10.972500000000002
2024-08-06 04:00:00,286.0061899019048,433.09582774999996,-0.04,11.605833333333331
2024-08-06 05:00:00,315.1088907989865,459.9899978333333,-0.04,14.845000083333332
2024-08-06 06:00:00,342.14338055198874,374.93000025,-0.03,14.961666666666666
2024-08-06 07:00:00,327.0532093668487,231.14500166666667,0.75,13.053333333333333
2024-08-06 08:00:00,282.74822626426453,243.3150013333333,3.08,18.223333166666666
2024-08-06 09:00:00,241.69394886475433,310.5533295833333,9.859166666666667,25.7991665
2024-08-06 10:00:00,253.65673757059486,343.39166500000005,18.0966665,32.71416716666667
2024-08-06 11:00:00,234.86146369775227,388.89083600000004,20.92750008333333,36.968333666666666
2024-08-06 12:00:00,202.9116742610126,419.88166533333333,12.730833250000002,39.227499916666666
2024-08-06 13:00:00,193.58690843591404,416.34500108333333,11.61416675,39.182500166666664
2024-08-06 14:00:00,182.05148367672072,386.012502,22.80833375,38.97583425
2024-08-06 15:00:00,158.13052234862002,366.0266673333333,45.13250016666667,37.176667
2024-08-06 16:00:00,132.63070637531692,356.17832941666666,76.96500025,36.63166708333333
2024-08-06 17:00:00,117.8386364638024,326.1999995,108.00999941666667,43.38166583333333
2024-08-06 18:00:00,100.74159140119195,292.8675004166667,145.71166866666667,56.167499666666664
2024-08-06 19:00:00,103.1567028124507,289.12583408333336,171.05083466666667,63.497500083333335
2024-08-06 20:00:00,127.33750797191395,397.00833375,229.04250075000002,85.5
2024-08-06 21:00:00,322.89106718402496,603.4991659166666,230.68333441666667,105.35750058333333
2024-08-06 22:00:00,528.6616962866167,716.0041655833334,222.70166774999998,118.07166733333334
2024-08-06 23:00:00,558.0295182538696,812.7958220833334,225.08583308333334,140.61583316666668
2024-08-07 00:00:00,540.4701586996513,782.5166626666665,204.60583375,138.36500166666667
2024-08-07 01:00:00,521.9538505204355,725.1233368333333,192.9766655,129.03416816666666
2024-08-07 02:00:00,454.21858813066603,700.8716685833333,197.23749925,121.186667
2024-08-07 03:00:00,407.06453618837,632.0749968333333,183.0091655,112.584999
2024-08-07 04:00:00,408.3129814595282,601.3983358333334,167.88416800000002,113.11583258333333
2024-08-07 05:00:00,310.41188768826356,544.6966604166666,146.98166541666666,103.05666674999999
2024-08-07 06:00:00,215.01559425006866,411.4125010833333,136.36249991666668,81.71666716666667
2024-08-07 07:00:00,251.55818965686257,287.5183334166667,119.3633335,66.79916616666667
2024-08-07 08:00:00,243.2299421190322,229.45250183333334,102.64999975,63.95166749999999
2024-08-07 09:00:00,173.26092151538126,199.35333125,98.53583325,65.6899995
2024-08-07 10:00:00,168.74659905664248,170.16083275,97.80166816666667,75.99666666666667
2024-08-07 11:00:00,202.10377699828493,214.62249883333334,111.55750024999999,114.113334
2024-08-07 12:00:00,207.06788325990044,258.0816624166667,129.63666475,150.61916491666668
2024-08-07 13:00:00,261.64666013997044,330.8933359166667,153.196663,175.70416908333334
2024-08-07 14:00:00,283.65241107475936,307.46750108333333,154.12916933333335,186.79500174999998
2024-08-07 15:00:00,241.92477625840118,278.89333608333334,165.62083425,146.94250033333333
2024-08-07 16:00:00,185.71504128244658,235.1049995,162.5916685,84.08916725
2024-08-07 17:00:00,130.85531656207775,228.59333416666666,198.63583125,74.385834
2024-08-07 18:00:00,89.00897143989457,216.61166758333334,193.42333483333334,56.223333
2024-08-07 19:00:00,218.34214550456016,157.37250008333334,292.43499891666664,56.65750025
2024-08-07 20:00:00,244.82660469177438,171.28083158333334,194.67916749999998,30.610833083333333
2024-08-07 21:00:00,309.4133920027699,258.2166671666667,119.33749908333333,30.325000166666666
2024-08-07 22:00:00,425.24515181917474,347.42499541666666,72.51083316666667,45.599167
2024-08-07 23:00:00,333.86987125910747,460.66499591666667,73.69416616666668,65.590834
2024-08-08 00:00:00,267.9027394949485,410.4183324166667,77.69750091666667,74.15333366666667
2024-08-08 01:00:00,403.2605035083585,306.95083375,124.56416633333333,69.85666716666667
2024-08-08 02:00:00,503.2746584244624,317.9125010833333,122.52666666666666,74.62166658333334
2024-08-08 03:00:00,383.60060940909204,307.3450013333333,126.44666616666666,67.130833
2024-08-08 04:00:00,272.5311510977322,321.97832999999997,196.64416633333335,50.36499975
2024-08-08 05:00:00,300.8477218088194,330.39499675,140.77416491666668,41.8991665
2024-08-08 06:00:00,351.82493475655457,265.20833075,128.73333283333332,45.346666666666664
2024-08-08 07:00:00,301.66484919423783,222.54583358333332,113.58333458333334,53.61916633333333
2024-08-08 08:00:00,297.73748906961055,237.21333174999998,106.94416616666666,75.6833325
2024-08-08 09:00:00,276.2863812228551,432.2375004166667,77.98083366666667,109.18166683333334
2024-08-08 10:00:00,321.0688503675045,686.6458282499999,118.14000066666667,147.63666791666665
2024-08-08 11:00:00,355.1323572239639,785.1916708333333,120.25083291666668,153.26833341666668
2024-08-08 12:00:00,459.076518996029,885.2899982499999,128.93999933333333,162.95249933333335
2024-08-08 13:00:00,455.1893836873918,1088.05917875,124.25083225000002,150.51666641666665
2024-08-08 14:00:00,442.6132509380403,1266.4258321666666,55.573333,128.00999966666666
2024-08-08 15:00:00,438.9787076596094,1297.49250275,55.93916675,88.51416666666667
2024-08-08 16:00:00,382.3475490436133,1145.9816741666666,80.3725,90.75833325
2024-08-08 17:00:00,428.4035232540675,919.70416775,86.84416600000002,86.0133325
2024-08-08 18:00:00,366.5635837872781,700.6741586666667,30.92749975,66.87166725
2024-08-08 19:00:00,395.3675306312381,401.72166450000003,23.699167250000002,44.6024995
2024-08-08 20:00:00,401.6209713008611,304.313334,29.464167,33.56666633333333
2024-08-08 21:00:00,532.608180581781,417.6591720833333,35.62333325,30.969166583333333
2024-08-08 22:00:00,570.7105064632403,589.8808288333333,26.282499583333333,23.962500083333335
2024-08-08 23:00:00,665.1683274818755,792.5866699166667,19.316666833333333,19.6000005
2024-08-09 00:00:00,608.622897847089,957.1600086666667,5.269166666666667,24.77916666666667
2024-08-09 01:00:00,764.4774699899622,1068.36666875,5.689166666666666,51.45333291666666
