,DK1-offshore,DK1-offshore,DK1-offshore,DK1-offshore,DK1-onshore,DK1-onshore,DK1-onshore,DK1-onshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-offshore,DK2-onshore,DK2-onshore,DK2-onshore,DK2-onshore
,MAE,MSE,VARS,CRPS,MAE,MSE,VARS,CRPS,MAE,MSE,VARS,CRPS,MAE,MSE,VARS,CRPS
nabqr,120.86533035763613,36459.66203591893,2481.244442307332,95.17738572436211,195.87938745445706,83213.88845027756,3627.855557793641,153.8459689836266,119.18142940074613,34617.832154315525,2636.4202469589536,91.64574875577712,31.3141818557944,2102.1315042895267,707.5495416555917,25.535364240716955
SARMA,116.02310763043504,34269.87865780177,1903.3106866960359,98.1661271020117,183.86878880753315,75799.82145836808,3102.4566226602415,155.32633478760724,109.10791546077124,29331.162508201945,1765.9859177391372,85.20464449638631,29.967985480746183,2035.939086269645,417.8465426666321,23.69378844314298
ARMA,115.97879605095329,34261.619062996084,1903.173432413011,95.37871254851287,185.60567239040802,76972.41733430041,3123.420685366729,152.33993747032378,111.14909259570769,30410.967267915563,1774.3391817319982,89.08045599590676,30.46771986544901,2007.6144235751774,475.0902243244049,24.559447772027877
